"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.863262550E-1,-2.364108801E0,1.866401732E-1,6.556334019E0,6.972041361E0
5.887412030E-1,-2.526820660E0,3.110669367E-2,6.795616150E0,7.250254418E0
5.911562030E-1,-2.845066071E0,-1.818545163E-1,7.051648140E0,7.606129995E0
5.935711510E-1,-3.170490026E0,-4.019941986E-1,7.336394310E0,8.002267667E0
5.959860990E-1,-3.479164124E0,-6.053841114E-1,7.637889862E0,8.414774772E0
5.984010990E-1,-3.684946775E0,-7.968099117E-1,7.927421570E0,8.778254469E0
6.008160470E-1,-3.797409534E0,-9.451649189E-1,8.161917686E0,9.051549935E0
6.032310470E-1,-3.835694790E0,-1.067198873E0,8.386843681E0,9.283890073E0
6.056459950E-1,-3.766302824E0,-1.105484009E0,8.587840080E0,9.442358238E0
6.080609430E-1,-3.615555048E0,-1.105484009E0,8.733802795E0,9.517018675E0
6.104759430E-1,-3.455235958E0,-1.122233868E0,8.805587769E0,9.525567717E0
6.128908910E-1,-3.311666489E0,-1.110269666E0,8.793622971E0,9.461904597E0
6.153058910E-1,-3.194418192E0,-1.100698471E0,8.724231720E0,9.355643421E0
6.177208390E-1,-3.041277647E0,-1.064806104E0,8.592626572E0,9.176950101E0
6.201357870E-1,-2.861815929E0,-1.045663476E0,8.405985832E0,8.941140885E0
6.225507870E-1,-2.610569477E0,-1.148554921E0,8.164310455E0,8.648133707E0
6.249657350E-1,-2.426322222E0,-1.347159147E0,7.831708431E0,8.308882852E0
6.273807350E-1,-2.510071039E0,-1.663011789E0,7.523034573E0,8.103216276E0
6.297956830E-1,-2.873780012E0,-2.055434704E0,7.355536938E0,8.160107047E0
6.322106830E-1,-3.371487141E0,-2.474178553E0,7.288537979E0,8.403051286E0
6.346256300E-1,-3.842873096E0,-2.852244616E0,7.171289444E0,8.621505975E0
6.370405780E-1,-4.158725739E0,-3.148954630E0,6.943971157E0,8.685024494E0
6.394555780E-1,-4.189832687E0,-3.424129248E0,6.577869415E0,8.517495236E0
6.418705260E-1,-3.991228104E0,-3.639483213E0,6.063412666E0,8.120388722E0
6.442854740E-1,-3.661018610E0,-3.799802303E0,5.505885124E0,7.626029492E0
6.467004740E-1,-3.263810158E0,-3.905086517E0,5.048855782E0,7.168898253E0
6.491154220E-1,-2.916850805E0,-3.984049797E0,4.735395908E0,6.841392096E0
6.515304220E-1,-2.634497643E0,-4.125226021E0,4.536791801E0,6.673870496E0
6.539453700E-1,-2.445464849E0,-4.295116425E0,4.395615101E0,6.614359799E0
6.563603700E-1,-2.371287346E0,-4.500899315E0,4.225724697E0,6.613459574E0
6.587753180E-1,-2.352144718E0,-4.742574692E0,4.063013077E0,6.673280658E0
6.611902660E-1,-2.371287346E0,-4.962714195E0,3.905086517E0,6.745460442E0
6.636052660E-1,-2.385644197E0,-5.151747227E0,3.751945972E0,6.805064019E0
6.660202140E-1,-2.419143677E0,-5.331208706E0,3.625126362E0,6.885897439E0
6.684351620E-1,-2.474178553E0,-5.469992638E0,3.565305710E0,6.982390978E0
6.708501620E-1,-2.584248543E0,-5.620740414E0,3.543770313E0,7.129472025E0
6.732651100E-1,-2.761317253E0,-5.711667538E0,3.579662561E0,7.284367034E0
6.756801100E-1,-2.969492912E0,-5.778666496E0,3.634697676E0,7.444588761E0
6.780950580E-1,-3.213560820E0,-5.812166214E0,3.735196114E0,7.619707294E0
6.805100580E-1,-3.460021496E0,-5.840879917E0,3.890729666E0,7.824666401E0
6.829250050E-1,-3.732803345E0,-5.840879917E0,4.086941242E0,8.046911689E0
6.853399530E-1,-4.010370731E0,-5.843272686E0,4.331008911E0,8.305693666E0
6.877549530E-1,-4.307080746E0,-5.850451469E0,4.606183529E0,8.602072637E0
6.901699010E-1,-4.625326157E0,-5.833701611E0,4.910071850E0,8.918212944E0
6.925849010E-1,-4.926821709E0,-5.812166214E0,5.197210789E0,9.223114888E0
6.949998490E-1,-5.230710506E0,-5.785845280E0,5.520241737E0,9.555595578E0
6.974147970E-1,-5.522634506E0,-5.771488190E0,5.852844238E0,9.902795236E0
