"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.564714610E-1,1.637169266E1,6.608976364E0,1.292124242E-1,1.765580881E1
5.588864610E-1,1.607976723E1,6.685546398E0,4.498506486E-1,1.742004048E1
5.613014090E-1,1.585005760E1,6.757331371E0,7.537391186E-1,1.724685409E1
5.637164090E-1,1.567777443E1,6.824330330E0,1.048056364E0,1.713074773E1
5.661314090E-1,1.553899002E1,6.876972198E0,1.351944804E0,1.704642814E1
5.685463570E-1,1.542892075E1,6.908079147E0,1.684547186E0,1.698855062E1
5.709613570E-1,1.535713577E1,6.917650223E0,2.024327993E0,1.696447487E1
5.733763570E-1,1.531645775E1,6.917650223E0,2.344966173E0,1.696899022E1
5.757913050E-1,1.533320713E1,6.934400082E0,2.545963287E0,1.701984355E1
5.782063050E-1,1.542892075E1,6.984649181E0,2.538784742E0,1.712548824E1
5.806213050E-1,1.555813313E1,7.080362320E0,2.263610125E0,1.724270767E1
5.830362520E-1,1.562273884E1,7.216753006E0,1.892722726E0,1.731282450E1
5.854512520E-1,1.557248974E1,7.374679565E0,1.538584948E0,1.729900514E1
5.878662520E-1,1.542892075E1,7.532605648E0,1.258624673E0,1.721557084E1
5.902812000E-1,1.523031616E1,7.668996811E0,1.045663476E0,1.708418727E1
5.926962000E-1,1.500778389E1,7.776673794E0,8.997012973E-1,1.692689266E1
5.951112000E-1,1.479482269E1,7.841279984E0,8.111668825E-1,1.676396260E1
5.975261480E-1,1.460339642E1,7.855636597E0,7.680960894E-1,1.660000557E1
5.999411480E-1,1.442154217E1,7.826922894E0,7.537391186E-1,1.642588576E1
6.023561480E-1,1.423490238E1,7.757531166E0,7.633104324E-1,1.622942939E1
6.047710960E-1,1.403869057E1,7.649854183E0,8.111668825E-1,1.600821956E1
6.071860960E-1,1.383290768E1,7.518248558E0,9.020941257E-1,1.576981832E1
6.096010960E-1,1.361516094E1,7.369893551E0,1.031306505E0,1.551617000E1
6.120160440E-1,1.338305664E1,7.204789162E0,1.186840057E0,1.524545117E1
6.144310440E-1,1.314616776E1,7.015756130E0,1.356730461E0,1.496272964E1
6.168460440E-1,1.292363548E1,6.812366009E0,1.529013634E0,1.468899477E1
6.192609920E-1,1.271306705E1,6.597012043E0,1.701296926E0,1.442348963E1
6.216759920E-1,1.252164078E1,6.367300987E0,1.887937069E0,1.417386031E1
6.240909400E-1,1.235414314E1,6.128018856E0,2.086541414E0,1.394744145E1
6.265059400E-1,1.220818138E1,5.879165173E0,2.289931297E0,1.374220001E1
6.289209400E-1,1.208614731E1,5.627918720E0,2.510071039E0,1.356646168E1
6.313358880E-1,1.196889877E1,5.383851051E0,2.739781857E0,1.340696814E1
6.337508880E-1,1.187079334E1,5.151747227E0,2.976671457E0,1.327843391E1
6.361658880E-1,1.177508068E1,4.924428940E0,3.213560820E0,1.316166777E1
6.385808360E-1,1.166501045E1,4.709074974E0,3.412165165E0,1.303421371E1
6.409958360E-1,1.153579807E1,4.505684853E0,3.567698479E0,1.288814593E1
6.434108360E-1,1.137787151E1,4.316651821E0,3.672982693E0,1.271142183E1
6.458257840E-1,1.120798111E1,4.132404804E0,3.766302824E0,1.252520048E1
6.482407840E-1,1.106201935E1,3.938585997E0,3.888336897E0,1.236931265E1
6.506557840E-1,1.092562866E1,3.739981890E0,4.024727821E0,1.222927881E1
6.530707320E-1,1.076770210E1,3.546163082E0,4.134797573E0,1.206711366E1
6.554857320E-1,1.058584690E1,3.352344513E0,4.197010994E0,1.187068952E1
6.579007320E-1,1.044945621E1,3.153740168E0,4.295116425E0,1.172967337E1
6.603156800E-1,1.034177971E1,2.945564747E0,4.479363918E0,1.164875360E1
6.627306800E-1,1.021017456E1,2.737389088E0,4.697110653E0,1.156735977E1
6.651456800E-1,9.985248566E0,2.543570518E0,4.859822750E0,1.139266506E1
6.675606270E-1,9.676574707E0,2.366501570E0,4.843072891E0,1.107663228E1
6.699756270E-1,9.327222824E0,2.208575249E0,4.644468784E0,1.065110232E1
6.723906270E-1,8.968298912E0,2.072184324E0,4.299902439E0,1.015940423E1
6.748055750E-1,8.609375954E0,1.954936147E0,3.847658873E0,9.630555978E0
6.772205750E-1,8.303094864E0,1.847259045E0,3.369094372E0,9.149018919E0
6.796355750E-1,8.068597794E0,1.737189293E0,2.947957516E0,8.764162853E0
6.820505230E-1,7.913064480E0,1.622333765E0,2.641676188E0,8.498647503E0
6.844655230E-1,7.814958572E0,1.502692580E0,2.469393015E0,8.332440479E0
6.868805230E-1,7.757531166E0,1.385444283E0,2.404786825E0,8.239037889E0
6.892954710E-1,7.740781307E0,1.277767301E0,2.395215511E0,8.203014194E0
6.917104710E-1,7.704888821E0,1.134197950E0,2.376072884E0,8.142323936E0
6.941254710E-1,7.635497093E0,9.284151793E-1,2.280359983E0,8.022643720E0
6.965404190E-1,7.635497093E0,7.824530005E-1,2.105684042E0,7.959079962E0
6.989554190E-1,7.582854748E0,6.699903607E-1,1.873580098E0,7.839571136E0
7.013704190E-1,7.599604607E0,5.742774606E-1,1.773081541E0,7.824806894E0
7.037853670E-1,7.695317745E0,5.120640397E-1,1.907079697E0,7.944625715E0
7.062003670E-1,7.829315662E0,5.000999570E-1,2.141576290E0,8.132320254E0
7.086153670E-1,8.059026718E0,5.431707501E-1,2.277967215E0,8.392382304E0
7.110303150E-1,8.327022552E0,6.269195080E-1,2.306680918E0,8.663319775E0
7.134453150E-1,8.580661774E0,7.393822074E-1,2.318645239E0,8.919111966E0
7.158603150E-1,8.793622971E0,8.518448472E-1,2.397608280E0,9.154341596E0
7.182752630E-1,8.975478172E0,9.475577474E-1,2.562713146E0,9.382141162E0
7.206902630E-1,9.135796547E0,1.014556766E0,2.801995277E0,9.609541171E0
7.231052630E-1,9.243474007E0,1.060020447E0,3.002992392E0,9.776677266E0
7.255202110E-1,9.291330338E0,1.045663476E0,3.031706333E0,9.829215372E0
7.279352110E-1,9.284152031E0,9.834501147E-1,2.950350285E0,9.791180719E0
7.303502110E-1,9.245866776E0,9.068797827E-1,2.895315409E0,9.730947266E0
7.327651590E-1,9.166903496E0,8.494520187E-1,2.885744095E0,9.647860251E0
7.351801590E-1,9.059226990E0,8.063812256E-1,2.868994236E0,9.536821916E0
7.375951590E-1,8.970691681E0,7.704889178E-1,2.857030153E0,9.446141207E0
7.400101070E-1,8.930013657E0,7.393822074E-1,2.873780012E0,9.410124415E0
7.424251070E-1,8.901300430E0,7.154539824E-1,2.933600664E0,9.399523212E0
7.448401070E-1,8.882157326E0,7.058826685E-1,3.002992392E0,9.402603491E0
7.472550550E-1,8.903693199E0,7.106683254E-1,3.079562664E0,9.447989641E0
7.496700550E-1,8.975478172E0,7.226324677E-1,3.172882795E0,9.547177140E0
7.520850550E-1,9.092725754E0,7.226324677E-1,3.292523861E0,9.697451866E0
7.545000020E-1,9.286544800E0,6.987041831E-1,3.548556089E0,9.965959671E0
7.569150020E-1,9.492327690E0,6.580262184E-1,3.897907972E0,1.028255659E1
7.593300020E-1,9.640682220E0,6.029912829E-1,4.046263218E0,1.047275504E1
7.617449500E-1,9.710074425E0,5.407779217E-1,3.869194269E0,1.046654912E1
7.641599500E-1,9.690931320E0,5.024927258E-1,3.469592810E0,1.030556758E1
7.665749500E-1,9.590433121E0,5.144568682E-1,2.933600664E0,1.004226499E1
7.689898980E-1,9.454042435E0,5.766702294E-1,2.352144718E0,9.759305902E0
7.714048980E-1,9.296115875E0,6.675975323E-1,1.820937991E0,9.496276744E0
7.738198980E-1,9.133403778E0,7.872386575E-1,1.289731383E0,9.257549153E0
7.762348460E-1,9.001798630E0,9.260223508E-1,7.561319470E-1,9.080838699E0
7.786498460E-1,8.939585686E0,1.069591761E0,2.991028428E-1,9.008311788E0
7.810648460E-1,8.932407379E0,1.194018483E0,-9.332008660E-2,9.012341004E0
7.834797940E-1,8.999405861E0,1.296909928E0,-4.618147612E-1,9.104095457E0
7.858947940E-1,9.116654396E0,1.375872970E0,-7.920243144E-1,9.253848730E0
7.883097940E-1,9.250652313E0,1.438086390E0,-1.103091240E0,9.426530166E0
7.907247420E-1,9.375079155E0,1.478764415E0,-1.390229940E0,9.592267336E0
7.931397420E-1,9.470791817E0,1.507478237E0,-1.665404558E0,9.733548203E0
7.955547420E-1,9.564111710E0,1.531406522E0,-1.909472466E0,9.872361613E0
7.979696900E-1,9.657432556E0,1.560120344E0,-2.100898266E0,1.000568601E1
8.003846900E-1,9.757930756E0,1.591227055E0,-2.218146563E0,1.013259051E1
8.027996900E-1,9.882357597E0,1.629512191E0,-2.246860504E0,1.026473009E1
8.052146380E-1,1.000439167E1,1.663011789E0,-2.196611166E0,1.037682810E1
8.076296380E-1,1.005942631E1,1.694118381E0,-2.122433662E0,1.041954027E1
8.100446380E-1,1.004985523E1,1.720439434E0,-2.057827473E0,1.040164198E1
8.124596380E-1,9.997213364E0,1.746760488E0,-2.019542217E0,1.034765664E1
8.148745860E-1,9.891928673E0,1.780260086E0,-2.014756680E0,1.025079623E1
8.172895860E-1,9.745966911E0,1.823330879E0,-2.024327993E0,1.011960031E1
8.197045340E-1,9.607182503E0,1.866401672E0,-2.017149448E0,9.992512334E0
8.221195340E-1,9.482755661E0,1.904686809E0,-1.978864312E0,9.872506811E0
8.245345340E-1,9.384650230E0,1.938186288E0,-1.904686809E0,9.770161609E0
8.269495340E-1,9.322437286E0,1.969292998E0,-1.813759565E0,9.699261602E0
8.293644820E-1,9.315258980E0,1.990828395E0,-1.715653777E0,9.678890197E0
8.317794820E-1,9.375079155E0,2.014756680E0,-1.607976794E0,9.723011005E0
8.341944820E-1,9.492327690E0,2.043470621E0,-1.493121386E0,9.823923281E0
8.366094300E-1,9.655039787E0,2.084148407E0,-1.383051515E0,9.973780596E0
8.390244300E-1,9.863214493E0,2.132004976E0,-1.270588875E0,1.017068540E1
8.414393770E-1,1.009292603E1,2.189432621E0,-1.148554921E0,1.039134011E1
