"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.517880875E0,-7.262747040E0,-5.745352478E0,1.134790192E0,9.329754468E0
1.527805875E0,-7.519912262E0,-5.667813721E0,9.008267212E-1,9.459634326E0
1.537730875E0,-8.218509521E0,-5.682483215E0,3.936813354E-1,9.999474948E0
1.547655875E0,-8.987759857E0,-6.036047974E0,-3.637435913E-2,1.082658882E1
1.557580875E0,-9.732012177E0,-5.832171936E0,-1.300794983E-1,1.134650656E1
1.567505875E0,-9.306297455E0,-5.714965668E0,-1.794767761E-1,1.092246386E1
1.577430875E0,-8.880582733E0,-5.760321350E0,-1.242416382E-2,1.058518805E1
1.587355875E0,-8.154442749E0,-5.647456055E0,1.987866211E-1,9.921099362E0
1.597280875E0,-7.442822571E0,-5.550008698E0,4.038601685E-1,9.293078467E0
1.607205875E0,-6.931186523E0,-5.654940491E0,4.978646851E-1,8.959216920E0
1.617130875E0,-6.774761810E0,-5.544470215E0,5.646258545E-1,8.772533836E0
1.627055875E0,-7.159162445E0,-5.700894928E0,1.496887207E-4,9.151710765E0
1.636980875E0,-7.789651337E0,-5.893843689E0,-2.612068176E-1,9.771606336E0
1.646904875E0,-8.071964264E0,-6.038442993E0,1.297801208E-1,1.008148024E1
1.656829875E0,-8.526119843E0,-6.650370483E0,-2.439926147E-2,1.081308201E1
1.666754875E0,-9.052874451E0,-6.726112976E0,-2.594105530E-1,1.128106491E1
1.676679875E0,-9.327852631E0,-6.661597137E0,-1.950444031E-1,1.146401995E1
1.686604875E0,-9.272018738E0,-6.321654053E0,3.188369751E-2,1.122206122E1
1.696529875E0,-8.729546814E0,-6.255491638E0,4.879852295E-2,1.073957841E1
1.706454875E0,-7.920778656E0,-5.984854431E0,4.349954224E-1,9.937124237E0
1.716379875E0,-7.278763733E0,-5.570815430E0,8.234376526E-1,9.202849320E0
1.726304875E0,-6.671326904E0,-5.592669983E0,6.256988525E-1,8.727889737E0
1.736229875E0,-6.692582703E0,-6.096073151E0,1.715432739E-1,9.054402144E0
1.746154875E0,-6.831344147E0,-6.272256775E0,-4.739144897E-1,9.286175900E0
1.756079875E0,-6.835834808E0,-5.970484314E0,-8.815168762E-1,9.118793367E0
1.766003875E0,-6.919810181E0,-5.634732513E0,-1.092727661E0,8.990441434E0
1.775928875E0,-7.176376648E0,-5.667214966E0,-1.270857239E0,9.232160385E0
1.785853875E0,-7.473508759E0,-6.027066650E0,-1.528172150E0,9.721840139E0
1.795778875E0,-7.653284912E0,-5.823190613E0,-1.950144653E0,9.812511556E0
1.805703875E0,-7.641160126E0,-5.811664581E0,-2.257006531E0,9.861888853E0
1.815628875E0,-7.339687042E0,-5.743556213E0,-2.088157654E0,9.550908137E0
1.825553875E0,-6.538852386E0,-5.437592468E0,-1.789528656E0,8.690593489E0
1.835478875E0,-6.079308014E0,-5.659730530E0,-1.412911835E0,8.425369752E0
1.845403875E0,-5.776188354E0,-6.124813385E0,-1.428030396E0,8.539142915E0
1.855328875E0,-5.125790863E0,-5.529351654E0,-9.815089417E-1,7.603342784E0
1.865253875E0,-4.699926453E0,-4.821174316E0,-2.149530029E-1,6.736411155E0
1.875178875E0,-5.795348511E0,-6.106401672E0,-2.047741699E-1,8.421172021E0
1.885103875E0,-7.345674591E0,-7.429649963E0,-9.734257507E-1,1.049314974E1
1.895027875E0,-8.019872589E0,-7.551047516E0,-1.480720825E0,1.111436949E1
1.904952875E0,-8.262667694E0,-7.354506226E0,-1.354982300E0,1.114434459E1
1.914877875E0,-8.529862061E0,-7.013365631E0,-1.147962799E0,1.110241698E1
1.924802875E0,-8.768465881E0,-6.292315063E0,-8.584648132E-1,1.082664235E1
1.934727458E0,-8.658145294E0,-5.349126434E0,-3.501219177E-1,1.018328134E1
1.944652458E0,-8.492888947E0,-4.573289795E0,-7.574249268E-2,9.646236527E0
1.954577458E0,-8.571774902E0,-4.469555511E0,-3.197351074E-1,9.672356589E0
1.964502458E0,-7.157665558E0,-5.259911957E0,-9.304650879E-1,8.931103813E0
1.974427458E0,-6.595734100E0,-7.045698395E0,-9.539662170E-1,9.698227969E0
1.984352458E0,-7.437583466E0,-7.956554260E0,-1.113534393E0,1.094825842E1
1.994277458E0,-8.039481812E0,-7.534581757E0,-2.143093414E0,1.122479574E1
2.004201458E0,-8.328381042E0,-7.735913086E0,-2.281854858E0,1.159366826E1
2.014126458E0,-8.124654694E0,-7.719597015E0,-1.983674927E0,1.138143920E1
2.024051458E0,-7.608228607E0,-7.373965759E0,-1.231638794E0,1.066665119E1
2.033976458E0,-7.143295441E0,-7.287894745E0,-4.929249573E-1,1.021680256E1
2.043901458E0,-6.536157990E0,-7.062613220E0,3.511697388E-1,9.629391826E0
2.053826458E0,-6.103108521E0,-7.120842133E0,6.322851562E-1,9.399686740E0
2.063751458E0,-6.368656311E0,-7.593559113E0,7.294331360E-1,9.937504511E0
2.073676458E0,-6.499633942E0,-7.890990601E0,6.911128235E-1,1.024649262E1
2.083601458E0,-6.386618958E0,-7.962242432E0,4.998106384E-1,1.021939416E1
2.093526458E0,-7.108417969E0,-7.989485779E0,2.023791504E-1,1.069590793E1
2.103451458E0,-7.414830780E0,-7.836503906E0,-4.697232056E-1,1.079866422E1
2.113376458E0,-7.605683899E0,-7.670798492E0,-8.298742676E-1,1.083403288E1
2.123300458E0,-7.892188110E0,-7.666008453E0,-6.725514221E-1,1.102300523E1
2.133225458E0,-8.061036987E0,-7.572153625E0,-6.027964783E-1,1.107615418E1
2.143150458E0,-8.404123535E0,-7.560627594E0,-6.039939880E-1,1.132065328E1
2.153075458E0,-8.421038361E0,-7.138655090E0,-7.524851990E-1,1.106528434E1
2.163000458E0,-8.545878754E0,-7.028783569E0,-6.601272583E-1,1.108474673E1
2.172925458E0,-8.802145844E0,-6.932833099E0,-7.183561707E-1,1.122755458E1
2.182850458E0,-8.689579926E0,-6.644532623E0,-6.529421997E-1,1.095832773E1
2.192775458E0,-8.524922333E0,-6.339916077E0,-3.567082214E-1,1.062996131E1
2.202700458E0,-8.297545166E0,-6.133794708E0,-1.848655701E-1,1.032021650E1
2.212625458E0,-8.345595245E0,-6.127657471E0,-2.459385681E-1,1.035652605E1
2.222550458E0,-8.506510620E0,-5.848488007E0,-4.957690430E-1,1.033495631E1
2.232474458E0,-8.059390411E0,-5.719905396E0,-1.049916687E0,9.938481604E0
2.242399458E0,-7.804769897E0,-5.346581726E0,-9.177415466E-1,9.504873426E0
2.252324458E0,-7.826474762E0,-4.534819794E0,-4.309538269E-1,9.055607045E0
2.262249458E0,-7.817044373E0,-3.935166779E0,-1.779798889E-1,8.753479145E0
2.272174458E0,-8.050858154E0,-4.482279053E0,-2.398013306E-1,9.217626983E0
2.282099458E0,-8.153694305E0,-4.671635284E0,-3.565585327E-1,9.403937529E0
2.292024458E0,-8.200397186E0,-4.876708832E0,-4.128414917E-1,9.549829378E0
2.301949458E0,-8.158484344E0,-5.103936310E0,-3.809577942E-1,9.631000026E0
2.311874458E0,-7.884703674E0,-4.976401520E0,-5.415737915E-1,9.339508889E0
2.321799458E0,-7.516469421E0,-4.606221313E0,-2.023791504E-1,8.817910448E0
2.331724458E0,-6.909032593E0,-3.908671875E0,2.083666992E-1,7.940772247E0
2.341648458E0,-6.592590637E0,-3.688779144E0,5.318440247E-1,7.573123593E0
2.351573458E0,-6.366410980E0,-3.635190582E0,8.075706482E-1,7.375497928E0
2.361498458E0,-6.013744354E0,-4.894821167E0,4.948709106E-1,7.769767862E0
2.371423458E0,-5.885760498E0,-6.239175568E0,-4.026626587E-2,8.577360304E0
2.381348458E0,-6.268963623E0,-6.169121246E0,-3.017724609E-1,8.800512967E0
2.391273458E0,-6.810986481E0,-5.557044067E0,4.179309082E-1,8.800280783E0
2.401198458E0,-7.144942017E0,-5.303770752E0,7.994874573E-1,8.934168165E0
2.411123458E0,-7.859555969E0,-5.879174194E0,8.593629456E-1,9.852705918E0
2.421048458E0,-8.153843994E0,-5.113366699E0,1.434317322E0,9.730825097E0
2.430973458E0,-7.838898926E0,-3.424728241E0,2.600093079E0,8.940782064E0
2.440897458E0,-8.003706207E0,-3.066672821E0,3.105292511E0,9.116284157E0
2.450822458E0,-8.106692047E0,-3.383713531E0,2.778072968E0,9.213341556E0
2.460747458E0,-8.129594421E0,-4.144431610E0,1.769021301E0,9.294947832E0
