,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Activity
78,0.232864013,5.539384365,2.038684845,5.429314613,8.019879813,1
79,0.235278961,5.178068161,2.01475668,5.32163763,7.693598731,1
80,0.237693961,4.752145767,1.9812572,5.178068161,7.302099655,1
81,0.240108909,4.254438877,1.969292998,4.98903513,6.846081843,1
82,0.242523909,3.680161238,2.000399828,4.742574692,6.327495627,1
83,0.244938909,3.050848961,2.079362869,4.450650215,5.782708419,1
84,0.247353857,2.478964329,2.191825628,4.192225456,5.340797506,1
85,0.249768857,2.06261301,2.316252232,4.02712059,5.083020468,1
86,0.252183805,1.859223247,2.426322222,3.967299938,5.008315026,1
87,0.254598805,1.864008784,2.500499725,3.998406649,5.070925295,1
88,0.257013805,2.038684845,2.533999205,4.084548473,5.221199488,1
89,0.259428752,2.325823545,2.522035122,4.189832687,5.415239078,1
90,0.261843752,2.675175667,2.486142635,4.290330887,5.634217707,1
91,0.264258752,3.043670416,2.438286304,4.371686935,5.858397081,1
92,0.2666737,3.400201082,2.388036966,4.436293125,6.078222161,1
93,0.2690887,3.7256248,2.342573404,4.493721008,6.289790044,1
94,0.271503648,4.005585194,2.313859463,4.555934429,6.492703357,1
95,0.273918648,4.237689018,2.299502611,4.630111694,6.684583366,1
96,0.276333648,4.431507587,2.304288149,4.728217602,6.877793619,1
97,0.278748596,4.601397991,2.330609322,4.84546566,7.076944309,1
98,0.281163596,4.749752998,2.371287346,4.981856823,7.280251,1
99,0.283578596,4.87417984,2.411965132,5.13021183,7.47624761,1
100,0.285993544,4.967499733,2.457428932,5.285745144,7.658597279,1
101,0.288408544,5.039284706,2.500499725,5.446064472,7.829847218,1
102,0.290823544,5.087141037,2.531606436,5.606383324,7.982453824,1
103,0.293238492,5.111069202,2.548356056,5.761917114,8.112757596,1
104,0.295653492,5.11585474,2.553141832,5.905486107,8.219809554,1
105,0.29806844,5.106283665,2.54117775,6.039484501,8.307050635,1
106,0.30048344,5.094319344,2.507678032,6.173482418,8.387635176,1
107,0.30289844,5.089533806,2.464607239,6.307480335,8.471242611,1
108,0.305313388,5.091926575,2.414358139,6.443871498,8.560392593,1
109,0.307728388,5.096712112,2.349751949,6.580262184,8.648563984,1
110,0.310143388,5.099104881,2.275574446,6.719046116,8.736400309,1
111,0.312558336,5.094319344,2.199003935,6.855436802,8.819564707,1
112,0.314973336,5.084748268,2.122433662,6.996613503,8.905727938,1
113,0.317388336,5.070391178,2.050648928,7.13061142,8.986637132,1
114,0.319803284,5.046463013,1.983649969,7.250252724,9.053608159,1
115,0.322218284,5.01774931,1.921436548,7.355536938,9.10898733,1
116,0.324633232,4.984249592,1.864008784,7.444071293,9.150490159,1
117,0.327048232,4.948357105,1.811366796,7.518248558,9.181032028,1
118,0.329463232,4.914857864,1.756331801,7.582854748,9.205444875,1
119,0.33187818,4.886143684,1.698904037,7.645068169,9.230803992,1
120,0.33429318,4.864608288,1.631905079,7.702496052,9.255051237,1
121,0.33670818,4.85982275,1.557727575,7.759923935,9.287669882,1
122,0.339123127,4.867001057,1.476371527,7.819744587,9.328224782,1
123,0.341538127,4.888536453,1.39022994,7.891529083,9.38652008,1
124,0.343953075,4.919643402,1.296909928,7.975277901,9.459911424,1
125,0.346368075,4.965106964,1.19880414,8.070990562,9.551455763,1
126,0.348783075,5.022534847,1.095912814,8.181060791,9.662123827,1
127,0.351198023,5.087141037,0.9906286001,8.298309326,9.783776706,1
128,0.353613023,5.158925533,0.8805587292,8.425128937,9.91830096,1
129,0.356028023,5.197210789,0.7226324677,8.559126854,10.03951444,1
130,0.358442971,5.230710506,0.5359922647,8.702695847,10.1678186,1
131,0.360857971,5.309673309,0.35174492,8.858229637,10.33366283,1
132,0.363272971,5.441278458,0.1794617027,9.011369705,10.52827154,1
133,0.365687919,5.620740414,0.01674975827,9.152546883,10.74067585,1
134,0.368102919,5.833701611,-0.1387837082,9.284152031,10.96571084,1
135,0.370517867,6.058627129,-0.2967100143,9.427721024,11.21057194,1
136,0.372932867,6.257231236,-0.4953143001,9.616754532,11.48391252,1
137,0.375347867,6.467799664,-0.6819544435,9.774680138,11.74060757,1
138,0.377762815,6.687939167,-0.8518448472,9.879964828,11.9610984,1
139,0.380177815,6.932007313,-1.012163997,9.970891953,12.18588887,1
140,0.382592815,7.207181931,-1.189232826,10.08096218,12.44923872,1
141,0.385007763,7.429714203,-1.385444283,10.15992451,12.66270804,1
142,0.387422763,7.585247993,-1.591227055,10.16231823,12.78048131,1
143,0.389837763,7.647460938,-1.801795483,10.07617569,12.77730184,1
144,0.392252711,7.616354465,-2.01475668,9.908679008,12.65898967,1
145,0.394667711,7.506284714,-2.227717876,9.678967476,12.44947583,1
146,0.397082659,7.331608772,-2.450250387,9.406186104,12.1750791,1
147,0.399497659,7.11625433,-2.675175667,9.097511292,11.85589947,1
148,0.401912659,6.869793892,-2.902493954,8.764909744,11.50835271,1
149,0.404327607,6.587440968,-3.132204771,8.422736168,11.14215283,1
150,0.406742607,6.285944939,-3.364308596,8.094919205,10.78700111,1
