"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.516998960E-1,-4.683566093E0,-1.169471860E0,6.468826771E0,8.071503923E0
4.536998960E-1,-4.589014053E0,-1.149676561E0,6.616549015E0,8.133850690E0
4.556998960E-1,-4.538151741E0,-1.146822691E0,6.693440914E0,8.167752125E0
4.576998960E-1,-4.503838539E0,-1.156466484E0,6.751553059E0,8.197892718E0
4.596998960E-1,-4.461824894E0,-1.161772013E0,6.773455143E0,8.193734812E0
4.616998960E-1,-4.441742420E0,-1.156409025E0,6.768963814E0,8.178338992E0
4.636998960E-1,-4.434252739E0,-1.155594945E0,6.748517036E0,8.157234778E0
4.656998960E-1,-4.421084881E0,-1.138596177E0,6.729382992E0,8.131850234E0
4.676998960E-1,-4.395370960E0,-1.103794098E0,6.730244637E0,8.113805529E0
4.696998960E-1,-4.375700474E0,-1.074986935E0,6.742234707E0,8.109258930E0
4.716998960E-1,-4.366841793E0,-1.034879327E0,6.752405167E0,8.107728289E0
4.736998960E-1,-4.353080273E0,-9.968881011E-1,6.770467281E0,8.110630121E0
4.756998960E-1,-4.334204197E0,-9.636948705E-1,6.807797909E0,8.127739304E0
4.776998960E-1,-4.298272133E0,-9.668743610E-1,6.864348412E0,8.156547583E0
4.796998960E-1,-4.276159286E0,-9.834327102E-1,6.924088955E0,8.197297481E0
4.816998960E-1,-4.236320019E0,-9.969838858E-1,7.009542465E0,8.250701167E0
4.836998960E-1,-4.227192879E0,-1.019135118E0,7.066448212E0,8.297137238E0
4.856998960E-1,-4.234509945E0,-1.054071307E0,7.122855663E0,8.353275621E0
4.876998960E-1,-4.297955990E0,-1.088451982E0,7.189567566E0,8.446717421E0
4.896998960E-1,-4.387058735E0,-1.122009158E0,7.200025558E0,8.505619139E0
4.916998960E-1,-4.544539452E0,-1.146238446E0,7.209563732E0,8.599099407E0
4.936998960E-1,-4.689685345E0,-1.185723662E0,7.199000359E0,8.673217131E0
4.956998960E-1,-4.840931892E0,-1.234555840E0,7.194077969E0,8.758624751E0
4.976998960E-1,-5.046354294E0,-1.313526154E0,7.187929630E0,8.880167509E0
4.996998960E-1,-5.209868908E0,-1.385409594E0,7.207476139E0,9.000544765E0
5.016998960E-1,-5.346903801E0,-1.472692609E0,7.250600815E0,9.128494725E0
5.036998960E-1,-5.526018620E0,-1.584865689E0,7.309220314E0,9.299106550E0
5.056998960E-1,-5.661319733E0,-1.660005331E0,7.330461502E0,9.409666553E0
5.076998960E-1,-5.789668083E0,-1.735432386E0,7.340765953E0,9.508881473E0
5.096998960E-1,-5.973054409E0,-1.852480054E0,7.375711918E0,9.670066578E0
5.116998960E-1,-6.122299194E0,-1.916874528E0,7.400554180E0,9.794138939E0
5.136998960E-1,-6.295112610E0,-1.985789180E0,7.422312737E0,9.932901278E0
5.156998960E-1,-6.546772003E0,-2.055814743E0,7.435605049E0,1.011804430E1
5.176998960E-1,-6.765870094E0,-2.099896669E0,7.421422005E0,1.025982791E1
5.196998960E-1,-7.076972961E0,-2.160546780E0,7.361930847E0,1.043788937E1
5.216998960E-1,-7.318394661E0,-2.178570271E0,7.307036400E0,1.056872035E1
5.236998960E-1,-7.547155857E0,-2.204063654E0,7.242507935E0,1.068977920E1
5.256998960E-1,-7.835063457E0,-2.225620985E0,7.134117603E0,1.082761479E1
5.276998960E-1,-8.037517548E0,-2.237783670E0,7.069847584E0,1.093581771E1
5.296998960E-1,-8.226965904E0,-2.247801065E0,7.041912079E0,1.106002276E1
5.316998960E-1,-8.477561951E0,-2.267318487E0,7.056028366E0,1.126043188E1
5.336998960E-1,-8.649771690E0,-2.285926342E0,7.084586620E0,1.141207155E1
5.356998960E-1,-8.816552162E0,-2.290935040E0,7.123573780E0,1.156396467E1
5.376998960E-1,-9.028515816E0,-2.290638208E0,7.158950329E0,1.174783772E1
